QuestionId,Question,QuestionType,Rank,DocumentId,SourcePoC,SourceType,Title,MatchedKeywords,Score,RuleId,UseCaseId,RecommendedApproach,HumanReviewRequired,DeepDiveRequired,SourceFile,ExpectedSourcePoC,ExpectedSourceType,ExpectedRuleId,ExpectedUseCaseId,ExpectedFocus
Q028,PoC 3は何をするPoCですか,PoC3 Overview Question,2,P2-USECASE-UC004,PoC2,UseCaseMapping,Fix Guide Search Use Case,poc|knowledge|rag|style,13,,UC-004,RAG Support,False,False,poc2_knowledge_samples.csv,PoC3,WorkflowSummary,,,PoC 1とPoC 2の成果物を検索し根拠付きで説明する役割
Q028,PoC 3は何をするPoCですか,PoC3 Overview Question,3,P2-SUM-W001,PoC2,WorkflowSummary,PoC 2 Use Case Mapping Workflow Summary,poc|knowledge|rag,12,,,Workflow Summary,True,False,poc2_knowledge_samples.csv,PoC3,WorkflowSummary,,,PoC 1とPoC 2の成果物を検索し根拠付きで説明する役割
Q029,PoC 3は本格RAGですか,PoC3 Limitation Question,1,P1-RAG-R001,PoC1,RAGDesign,RAG Design Policy for BIM Quality Knowledge,poc|rag|style,14,,,,False,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,本格RAGではなくRAG-style MVPである制約
Q029,PoC 3は本格RAGですか,PoC3 Limitation Question,2,P2-SUM-W001,PoC2,WorkflowSummary,PoC 2 Use Case Mapping Workflow Summary,poc|rag,11,,,Workflow Summary,True,False,poc2_knowledge_samples.csv,PoC3,Limitations,,,本格RAGではなくRAG-style MVPである制約
Q029,PoC 3は本格RAGですか,PoC3 Limitation Question,3,P1-META-M001,PoC1,pyRevitMetadata,pyRevit Element Metadata Export,poc|rag|style|mvp,10,,,,True,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,本格RAGではなくRAG-style MVPである制約
Q030,PoC 3ではAzure AI SearchやOpenAI APIを使いますか,PoC3 Limitation Question,1,P1-META-M001,PoC1,pyRevitMetadata,pyRevit Element Metadata Export,poc|ai|mvp,7,,,,True,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,MVPではクラウドAIやAPIを使わない制約
Q030,PoC 3ではAzure AI SearchやOpenAI APIを使いますか,PoC3 Limitation Question,2,P2-SUM-W001,PoC2,WorkflowSummary,PoC 2 Use Case Mapping Workflow Summary,poc|ai,6,,,Workflow Summary,True,False,poc2_knowledge_samples.csv,PoC3,Limitations,,,MVPではクラウドAIやAPIを使わない制約
Q030,PoC 3ではAzure AI SearchやOpenAI APIを使いますか,PoC3 Limitation Question,3,P1-RAG-R001,PoC1,RAGDesign,RAG Design Policy for BIM Quality Knowledge,poc|ai,6,,,,False,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,MVPではクラウドAIやAPIを使わない制約
Q031,PoC 3の回答には参照元が必要ですか,PoC3 Answer Policy Question,1,P1-RAG-R001,PoC1,RAGDesign,RAG Design Policy for BIM Quality Knowledge,poc|policy,6,,,,False,False,poc1_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠付き回答とReferenced Sourcesの必要性
Q031,PoC 3の回答には参照元が必要ですか,PoC3 Answer Policy Question,2,P2-USECASE-UC004,PoC2,UseCaseMapping,Fix Guide Search Use Case,poc|参照元,4,,UC-004,RAG Support,False,False,poc2_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠付き回答とReferenced Sourcesの必要性
Q031,PoC 3の回答には参照元が必要ですか,PoC3 Answer Policy Question,3,P2-POL-H001,PoC2,HumanReviewPolicy,Human Review Policy for Construction AI Use Cases,poc|policy,4,,,Human Review,True,False,poc2_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠付き回答とReferenced Sourcesの必要性
Q032,検索結果が不足している場合はどう回答しますか,PoC3 Answer Policy Question,1,P2-USECASE-UC001,PoC2,UseCaseMapping,BIM Issue Report Review Use Case,human|review,11,,UC-001,RAG Support + Human Review,True,False,poc2_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠不足時に断定しない回答方針
Q032,検索結果が不足している場合はどう回答しますか,PoC3 Answer Policy Question,2,P2-POL-H001,PoC2,HumanReviewPolicy,Human Review Policy for Construction AI Use Cases,policy|human|review,9,,,Human Review,True,False,poc2_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠不足時に断定しない回答方針
Q032,検索結果が不足している場合はどう回答しますか,PoC3 Answer Policy Question,3,P1-POL-H001,PoC1,HumanReviewPolicy,Human Review Required for BIM Quality Decisions,policy|human|review,7,,,,True,False,poc1_knowledge_samples.csv,PoC3,AnswerPolicy,,,根拠不足時に断定しない回答方針
Q033,HumanReviewRequired=Falseなら人間確認は不要ですか,PoC3 Human Review Question,1,P2-POL-H001,PoC2,HumanReviewPolicy,Human Review Policy for Construction AI Use Cases,humanreviewrequired|false|最終判断しない,14,,,Human Review,True,False,poc2_knowledge_samples.csv,PoC3,HumanReviewPolicy,,,Falseの意味とAIが最終判断しない方針
Q033,HumanReviewRequired=Falseなら人間確認は不要ですか,PoC3 Human Review Question,2,P1-RAG-R001,PoC1,RAGDesign,RAG Design Policy for BIM Quality Knowledge,humanreviewrequired|false,11,,,,False,False,poc1_knowledge_samples.csv,PoC3,HumanReviewPolicy,,,Falseの意味とAIが最終判断しない方針
Q033,HumanReviewRequired=Falseなら人間確認は不要ですか,PoC3 Human Review Question,3,P2-USECASE-UC015,PoC2,UseCaseMapping,Construction AI Discussion Report Generation,humanreviewrequired|false,6,,UC-015,Report Generation + Human Review,True,False,poc2_knowledge_samples.csv,PoC3,HumanReviewPolicy,,,Falseの意味とAIが最終判断しない方針
Q034,RevitモデルをAIが自動修正する機能はありますか,PoC3 Limitation Question,1,P2-USECASE-UC001,PoC2,UseCaseMapping,BIM Issue Report Review Use Case,human|review,11,,UC-001,RAG Support + Human Review,True,False,poc2_knowledge_samples.csv,PoC3,Limitations,,,Revitモデル自動修正はMVP対象外である制約
Q034,RevitモデルをAIが自動修正する機能はありますか,PoC3 Limitation Question,2,P1-META-M001,PoC1,pyRevitMetadata,pyRevit Element Metadata Export,revit,8,,,,True,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,Revitモデル自動修正はMVP対象外である制約
Q034,RevitモデルをAIが自動修正する機能はありますか,PoC3 Limitation Question,3,P2-USECASE-UC006,PoC2,UseCaseMapping,Door Metadata Review Use Case,revit|human|review,7,,UC-006,Rule-based Check + Human Review,True,False,poc2_knowledge_samples.csv,PoC3,Limitations,,,Revitモデル自動修正はMVP対象外である制約
Q035,GitHub公開時に注意すべき制約は何ですか,PoC3 Limitation Question,1,P2-USECASE-UC001,PoC2,UseCaseMapping,BIM Issue Report Review Use Case,rag|style|human|review,20,,UC-001,RAG Support + Human Review,True,False,poc2_knowledge_samples.csv,PoC3,Limitations,,,実案件データや顧客データを使わない公開方針
Q035,GitHub公開時に注意すべき制約は何ですか,PoC3 Limitation Question,2,P1-POL-H001,PoC1,HumanReviewPolicy,Human Review Required for BIM Quality Decisions,human|review|自動修正|ai|最終判断,18,,,,True,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,実案件データや顧客データを使わない公開方針
Q035,GitHub公開時に注意すべき制約は何ですか,PoC3 Limitation Question,3,P1-META-M001,PoC1,pyRevitMetadata,pyRevit Element Metadata Export,mvp|rag|style|revit|ai,18,,,,True,False,poc1_knowledge_samples.csv,PoC3,Limitations,,,実案件データや顧客データを使わない公開方針
